time,ENCODER  A:1,ENCODER  B:1
31.28904,FALSE,TRUE
31.29809,FALSE,TRUE
31.30721,FALSE,TRUE
31.316331,FALSE,TRUE
31.32545,FALSE,TRUE
31.3345,FALSE,TRUE
31.34362,FALSE,TRUE
31.35274,FALSE,TRUE
31.36186,FALSE,TRUE
31.37098,FALSE,TRUE
31.3801,FALSE,TRUE
31.38922,FALSE,TRUE
31.39827,FALSE,TRUE
31.40746,FALSE,TRUE
31.41644,FALSE,TRUE
31.42563,FALSE,TRUE
31.43475,FALSE,TRUE
31.44387,FALSE,TRUE
31.45292,FALSE,TRUE
31.46204,FALSE,TRUE
31.47109,FALSE,TRUE
31.48021,FALSE,TRUE
31.4894,FALSE,TRUE
31.49845,FALSE,TRUE
31.507501,FALSE,TRUE
31.51662,FALSE,FALSE
31.52574,FALSE,FALSE
31.53486,FALSE,FALSE
31.54398,FALSE,FALSE
31.5531,FALSE,FALSE
31.56222,FALSE,FALSE
31.57127,FALSE,FALSE
31.58046,FALSE,FALSE
31.58944,FALSE,FALSE
31.59863,FALSE,FALSE
31.60775,FALSE,FALSE
31.61687,TRUE,FALSE
31.62592,TRUE,TRUE
31.63504,TRUE,TRUE
31.64409,TRUE,TRUE
31.65321,TRUE,TRUE
31.6624,FALSE,FALSE
31.67145,FALSE,FALSE
31.6805,FALSE,FALSE
31.68962,FALSE,FALSE
31.69874,TRUE,FALSE
31.70786,TRUE,TRUE
31.71698,TRUE,TRUE
31.7261,TRUE,TRUE
31.73522,TRUE,TRUE
31.74427,TRUE,TRUE
31.75346,FALSE,TRUE
31.76265,FALSE,FALSE
31.7717,FALSE,FALSE
31.78075,FALSE,FALSE
31.7898,FALSE,FALSE
31.79885,FALSE,FALSE
31.8079,TRUE,FALSE
31.81702,TRUE,FALSE
31.82607,TRUE,FALSE
31.83519,TRUE,FALSE
31.84424,TRUE,FALSE
31.853292,TRUE,FALSE
31.862341,TRUE,FALSE
31.87146,TRUE,FALSE
31.88044,TRUE,FALSE
31.88963,TRUE,FALSE
31.89875,TRUE,FALSE
31.90787,FALSE,TRUE
31.91692,FALSE,FALSE
31.926115,TRUE,TRUE
31.935581,TRUE,FALSE
31.94492,FALSE,TRUE
31.954341,TRUE,FALSE
31.963951,TRUE,FALSE
31.973571,TRUE,FALSE
31.983111,FALSE,FALSE
31.992602,TRUE,TRUE
32.002222,FALSE,TRUE
32.011505,TRUE,TRUE
32.02093,FALSE,FALSE
32.03012,FALSE,TRUE
32.039451,FALSE,FALSE
32.048645,TRUE,TRUE
32.05783,FALSE,TRUE
32.06702,FALSE,FALSE
32.076285,TRUE,TRUE
32.0854,TRUE,TRUE
32.09445,FALSE,TRUE
32.10364,FALSE,FALSE
32.11269,TRUE,TRUE
32.12181,FALSE,TRUE
32.13093,TRUE,TRUE
32.140051,TRUE,FALSE
32.14917,TRUE,TRUE
32.15822,TRUE,TRUE
32.16727,TRUE,TRUE
32.17646,FALSE,FALSE
32.18544,FALSE,FALSE
32.19463,FALSE,FALSE
32.203755,TRUE,TRUE
32.213081,FALSE,TRUE
32.222822,FALSE,TRUE
32.233052,FALSE,TRUE
32.24292,TRUE,TRUE
32.25297,TRUE,FALSE
32.262722,FALSE,TRUE
32.272287,FALSE,TRUE
32.28171,TRUE,TRUE
32.291142,TRUE,TRUE
32.300771,FALSE,FALSE
32.310195,TRUE,TRUE
32.319682,TRUE,TRUE
32.32922,TRUE,TRUE
32.338492,FALSE,TRUE
32.34796,TRUE,TRUE
32.357465,TRUE,FALSE
32.367125,FALSE,TRUE
32.377245,TRUE,TRUE
32.387022,FALSE,FALSE
32.396802,TRUE,TRUE
32.406652,FALSE,TRUE
32.416525,FALSE,FALSE
32.426682,FALSE,TRUE
32.437045,FALSE,FALSE
32.447329,TRUE,FALSE
32.457075,TRUE,TRUE
32.467075,TRUE,TRUE
32.477288,FALSE,TRUE
32.487319,TRUE,FALSE
32.497275,TRUE,FALSE
32.507155,TRUE,FALSE
32.516992,FALSE,TRUE
32.526715,FALSE,TRUE
32.53671,FALSE,FALSE
32.54591,TRUE,FALSE
32.55503,TRUE,FALSE
32.56415,FALSE,TRUE
32.573271,FALSE,FALSE
32.582331,FALSE,FALSE
32.59145,FALSE,FALSE
32.60064,TRUE,FALSE
32.60969,FALSE,TRUE
32.61881,FALSE,FALSE
32.62786,FALSE,FALSE
32.63698,FALSE,FALSE
32.6461,FALSE,FALSE
32.65522,FALSE,TRUE
32.664341,TRUE,FALSE
32.67346,TRUE,FALSE
32.68251,TRUE,FALSE
32.69163,TRUE,FALSE
32.70075,TRUE,FALSE
32.70987,TRUE,FALSE
32.71892,TRUE,FALSE
32.72804,TRUE,FALSE
32.73709,TRUE,FALSE
32.74621,FALSE,TRUE
32.7554,FALSE,TRUE
32.76452,FALSE,TRUE
32.77364,FALSE,FALSE
32.78276,TRUE,TRUE
32.79188,FALSE,TRUE
32.801,FALSE,TRUE
32.81005,FALSE,TRUE
32.8191,TRUE,TRUE
32.82822,FALSE,FALSE
32.83727,FALSE,FALSE
32.84646,FALSE,FALSE
32.85544,FALSE,FALSE
32.86463,FALSE,FALSE
32.87375,FALSE,FALSE
32.88287,FALSE,FALSE
32.89192,TRUE,TRUE
32.90104,TRUE,TRUE
32.91009,TRUE,TRUE
32.91921,TRUE,TRUE
32.9284,FALSE,FALSE
32.93766,TRUE,TRUE
32.94664,FALSE,FALSE
32.95569,TRUE,TRUE
32.96488,FALSE,FALSE
32.97407,FALSE,TRUE
32.98319,FALSE,TRUE
32.99246,FALSE,TRUE
33.001652,TRUE,TRUE
33.01105,FALSE,TRUE
33.020462,TRUE,FALSE
33.029872,FALSE,TRUE
33.03941,FALSE,TRUE
33.04888,FALSE,TRUE
33.058285,FALSE,TRUE
33.06761,FALSE,FALSE
33.0768,TRUE,TRUE
33.08592,FALSE,TRUE
33.09504,FALSE,FALSE
33.10417,FALSE,TRUE
33.11343,FALSE,TRUE
33.122622,FALSE,TRUE
33.131882,FALSE,TRUE
33.141222,TRUE,TRUE
33.150801,FALSE,FALSE
33.160645,FALSE,FALSE
33.170825,FALSE,TRUE
33.180931,FALSE,TRUE
33.19049,TRUE,TRUE
33.200222,TRUE,TRUE
33.210181,FALSE,FALSE
33.21987,TRUE,TRUE
33.229221,FALSE,FALSE
33.23869,FALSE,TRUE
33.24788,TRUE,TRUE
33.25707,FALSE,TRUE
33.2664,FALSE,TRUE
33.27545,TRUE,FALSE
33.2845,FALSE,FALSE
33.293701,TRUE,FALSE
33.303522,TRUE,TRUE
33.313492,FALSE,FALSE
33.323191,FALSE,FALSE
33.332695,TRUE,TRUE
33.342192,FALSE,FALSE
33.351972,FALSE,TRUE
33.361755,TRUE,FALSE
33.371422,FALSE,TRUE
33.381365,TRUE,FALSE
33.391162,TRUE,TRUE
33.401375,TRUE,FALSE
33.411392,FALSE,FALSE
33.421452,FALSE,TRUE
33.431245,TRUE,FALSE
33.440985,TRUE,TRUE
33.450481,FALSE,FALSE
33.460352,TRUE,TRUE
33.470195,FALSE,FALSE
33.480545,TRUE,FALSE
33.490585,TRUE,FALSE
33.500298,TRUE,FALSE
33.509942,FALSE,FALSE
33.519375,TRUE,TRUE
33.528662,FALSE,FALSE
33.538316,FALSE,FALSE
33.548155,TRUE,FALSE
33.5579,FALSE,FALSE
33.56709,FALSE,FALSE
33.576282,TRUE,FALSE
33.585331,FALSE,FALSE
33.59445,TRUE,FALSE
33.6035,FALSE,FALSE
33.61262,FALSE,FALSE
33.62167,FALSE,TRUE
33.63072,FALSE,FALSE
33.63984,FALSE,TRUE
33.64889,FALSE,FALSE
33.65794,FALSE,FALSE
33.66699,FALSE,FALSE
33.67604,FALSE,FALSE
33.68516,FALSE,FALSE
33.694282,FALSE,FALSE
33.7034,FALSE,FALSE
33.71245,FALSE,FALSE
33.7215,FALSE,FALSE
33.73062,FALSE,FALSE
33.73967,FALSE,FALSE
33.74872,FALSE,FALSE
33.75777,FALSE,FALSE
33.76675,TRUE,FALSE
33.77591,FALSE,TRUE
33.78503,FALSE,TRUE
33.79415,FALSE,FALSE
33.80327,FALSE,FALSE
33.81246,FALSE,FALSE
33.82151,TRUE,TRUE
33.83063,FALSE,FALSE
33.83975,FALSE,TRUE
33.8488,FALSE,TRUE
33.85785,TRUE,TRUE
33.86697,FALSE,TRUE
33.87611,FALSE,TRUE
33.88523,FALSE,TRUE
33.89442,TRUE,TRUE
33.9034,TRUE,TRUE
33.91245,TRUE,TRUE
33.92164,TRUE,TRUE
33.93062,TRUE,FALSE
33.93967,FALSE,TRUE
33.94872,FALSE,FALSE
33.95791,FALSE,TRUE
33.9671,TRUE,TRUE
33.976296,TRUE,TRUE
33.985692,TRUE,FALSE
33.995522,TRUE,FALSE
34.005372,FALSE,TRUE
34.015072,TRUE,FALSE
34.025055,FALSE,FALSE
34.034822,TRUE,TRUE
34.044731,FALSE,FALSE
34.05441,TRUE,TRUE
34.06346,FALSE,FALSE
34.07251,FALSE,TRUE
34.08163,FALSE,TRUE
34.09068,FALSE,TRUE
34.09973,FALSE,FALSE
34.10871,TRUE,TRUE
34.11769,FALSE,TRUE
34.12681,FALSE,FALSE
34.13593,FALSE,TRUE
34.14505,FALSE,FALSE
34.15417,FALSE,TRUE
34.163432,TRUE,FALSE
34.172792,FALSE,TRUE
34.182752,TRUE,FALSE
34.192452,TRUE,FALSE
34.202372,FALSE,TRUE
34.211992,TRUE,TRUE
34.221892,FALSE,TRUE
34.231722,TRUE,TRUE
34.241052,FALSE,FALSE
34.25045,TRUE,TRUE
34.2595,FALSE,FALSE
34.26862,TRUE,TRUE
34.27767,FALSE,TRUE
34.28672,TRUE,FALSE
34.29577,TRUE,TRUE
34.30482,FALSE,FALSE
34.31401,TRUE,TRUE
34.323412,FALSE,TRUE
34.332952,TRUE,FALSE
34.342792,FALSE,FALSE
34.352692,FALSE,TRUE
34.362592,FALSE,FALSE
34.372298,FALSE,FALSE
34.381982,FALSE,FALSE
34.391661,FALSE,TRUE
34.401295,TRUE,TRUE
34.410912,FALSE,FALSE
34.420552,TRUE,TRUE
34.430262,TRUE,TRUE
34.439882,FALSE,FALSE
34.449632,TRUE,TRUE
34.459252,FALSE,FALSE
34.468812,FALSE,TRUE
34.478221,TRUE,FALSE
34.487901,FALSE,FALSE
34.497231,FALSE,TRUE
34.506422,TRUE,TRUE
34.51561,FALSE,TRUE
34.52473,TRUE,TRUE
34.53385,FALSE,TRUE
34.54297,TRUE,FALSE
34.55202,FALSE,FALSE
34.56107,FALSE,TRUE
34.57012,FALSE,TRUE
34.57917,FALSE,TRUE
34.58822,FALSE,TRUE
34.59727,FALSE,TRUE
34.60646,TRUE,TRUE
34.61551,FALSE,FALSE
34.62463,FALSE,FALSE
34.63368,FALSE,FALSE
34.64273,FALSE,FALSE
34.65171,FALSE,FALSE
34.66069,FALSE,FALSE
34.66974,FALSE,FALSE
34.679,FALSE,FALSE
34.688401,TRUE,TRUE
34.697731,TRUE,TRUE
34.70713,FALSE,TRUE
34.71618,FALSE,FALSE
34.72523,FALSE,FALSE
34.73442,TRUE,FALSE
34.7434,TRUE,TRUE
34.75245,TRUE,TRUE
34.76164,TRUE,TRUE
34.77062,TRUE,TRUE
34.77974,TRUE,FALSE
34.78886,FALSE,TRUE
34.797991,TRUE,TRUE
34.807331,FALSE,TRUE
34.816662,FALSE,FALSE
34.826061,TRUE,FALSE
34.835411,TRUE,FALSE
34.8449,TRUE,FALSE
34.854592,FALSE,TRUE
34.864072,FALSE,FALSE
34.873962,FALSE,TRUE
34.883802,FALSE,TRUE
34.893652,TRUE,TRUE
34.903492,TRUE,TRUE
34.912902,FALSE,FALSE
34.922662,TRUE,TRUE
34.932202,FALSE,FALSE
34.94188,TRUE,TRUE
34.95114,FALSE,TRUE
34.96026,FALSE,TRUE
34.96945,FALSE,TRUE
34.97864,TRUE,TRUE
34.98769,TRUE,TRUE
34.99674,TRUE,TRUE
35.005861,FALSE,FALSE
35.015121,TRUE,FALSE
35.024732,TRUE,FALSE
35.034297,FALSE,FALSE
35.043841,TRUE,FALSE
35.053475,TRUE,FALSE
35.063172,TRUE,TRUE
35.072792,FALSE,TRUE
35.082422,TRUE,TRUE
35.091972,FALSE,TRUE
35.101442,FALSE,TRUE
35.110841,TRUE,FALSE
35.120452,TRUE,FALSE
35.129992,TRUE,TRUE
35.139745,TRUE,FALSE
35.14943,FALSE,TRUE
35.15904,TRUE,TRUE
35.168522,TRUE,TRUE
35.177852,TRUE,TRUE
35.187182,TRUE,TRUE
35.196581,TRUE,FALSE
35.20605,FALSE,TRUE
35.215242,FALSE,TRUE
35.22444,TRUE,TRUE
35.2337,FALSE,TRUE
35.243172,FALSE,TRUE
35.252712,TRUE,TRUE
35.262532,TRUE,FALSE
35.272287,TRUE,FALSE
35.28169,FALSE,TRUE
35.291231,TRUE,FALSE
35.30063,TRUE,FALSE
35.30989,TRUE,TRUE
35.31901,FALSE,TRUE
35.32806,FALSE,FALSE
35.337326,FALSE,TRUE
35.347002,FALSE,TRUE
35.356892,FALSE,FALSE
35.366295,FALSE,FALSE
35.37541,FALSE,FALSE
35.38446,TRUE,FALSE
35.39351,TRUE,FALSE
35.40263,TRUE,FALSE
35.41168,TRUE,FALSE
35.4208,FALSE,FALSE
35.42985,FALSE,FALSE
35.43897,FALSE,TRUE
35.44809,FALSE,TRUE
35.45721,FALSE,TRUE
35.4664,FALSE,TRUE
35.47545,FALSE,TRUE
35.48464,FALSE,TRUE
35.49362,FALSE,TRUE
35.50274,FALSE,FALSE
35.51186,FALSE,TRUE
35.52098,FALSE,TRUE
35.5301,FALSE,TRUE
35.53915,FALSE,TRUE
35.54827,FALSE,FALSE
35.557532,TRUE,FALSE
35.56673,FALSE,FALSE
35.57571,FALSE,TRUE
35.58469,FALSE,FALSE
35.59367,FALSE,TRUE
35.60272,FALSE,TRUE
35.6117,FALSE,TRUE
35.62075,FALSE,TRUE
35.630306,FALSE,TRUE
35.639701,TRUE,TRUE
35.64896,FALSE,TRUE
35.65822,FALSE,TRUE
35.667692,FALSE,TRUE
35.67681,FALSE,TRUE
35.686211,TRUE,FALSE
35.6954,FALSE,FALSE
35.70452,TRUE,TRUE
35.71364,FALSE,TRUE
35.72269,TRUE,FALSE
35.73181,FALSE,TRUE
35.74086,FALSE,TRUE
35.74998,FALSE,FALSE
35.759316,TRUE,FALSE
35.769062,FALSE,TRUE
35.778832,TRUE,TRUE
35.788452,FALSE,FALSE
35.797992,TRUE,TRUE
35.80746,FALSE,TRUE
35.81672,FALSE,FALSE
35.82584,FALSE,TRUE
35.83489,TRUE,TRUE
35.84394,TRUE,FALSE
35.85299,FALSE,FALSE
35.86204,FALSE,TRUE
35.87116,FALSE,TRUE
35.88021,TRUE,FALSE
35.889472,TRUE,TRUE
35.898942,TRUE,FALSE
35.908692,TRUE,FALSE
35.918375,FALSE,FALSE
35.928262,TRUE,FALSE
35.937912,FALSE,TRUE
35.947801,TRUE,FALSE
35.957286,FALSE,FALSE
35.9667,FALSE,TRUE
35.976242,TRUE,TRUE
35.985591,TRUE,FALSE
35.99508,FALSE,FALSE
36.00457,FALSE,TRUE
36.013971,TRUE,FALSE
36.023582,TRUE,TRUE
36.03313,TRUE,FALSE
36.04247,TRUE,TRUE
36.051802,FALSE,TRUE
36.06106,TRUE,FALSE
36.070328,TRUE,FALSE
36.079662,TRUE,TRUE
36.089211,FALSE,FALSE
36.09882,FALSE,TRUE
36.108297,TRUE,TRUE
36.117842,FALSE,FALSE
36.127182,FALSE,FALSE
36.136721,TRUE,TRUE
36.14626,TRUE,TRUE
36.155672,TRUE,TRUE
36.165212,FALSE,FALSE
36.174822,TRUE,TRUE
36.18422,FALSE,TRUE
36.193762,FALSE,TRUE
36.203232,TRUE,TRUE
36.212852,FALSE,TRUE
36.222672,FALSE,TRUE
36.232152,TRUE,TRUE
36.241782,FALSE,FALSE
36.251182,TRUE,FALSE
36.260732,TRUE,TRUE
36.27048,TRUE,FALSE
36.279952,FALSE,TRUE
36.289421,FALSE,FALSE
36.299102,FALSE,FALSE
36.308642,TRUE,FALSE
36.317982,FALSE,FALSE
36.327472,FALSE,FALSE
36.337012,TRUE,TRUE
36.346702,TRUE,TRUE
36.356317,TRUE,TRUE
36.366,TRUE,TRUE
36.375612,FALSE,TRUE
36.385222,TRUE,FALSE
36.394901,FALSE,TRUE
36.404442,FALSE,TRUE
36.414051,TRUE,TRUE
36.423592,TRUE,TRUE
36.432942,FALSE,TRUE
36.442622,FALSE,TRUE
36.452232,TRUE,TRUE
36.461921,FALSE,FALSE
36.471327,TRUE,TRUE
36.480732,FALSE,TRUE
36.49007,FALSE,TRUE
36.499471,TRUE,TRUE
36.508801,TRUE,FALSE
36.517991,TRUE,TRUE
36.52718,TRUE,TRUE
36.536305,FALSE,TRUE
36.545351,FALSE,TRUE
36.5544,FALSE,FALSE
36.56352,FALSE,TRUE
36.57264,FALSE,TRUE
36.58169,TRUE,TRUE
36.59074,FALSE,FALSE
36.59986,FALSE,TRUE
36.60898,FALSE,TRUE
36.6181,FALSE,TRUE
36.62715,FALSE,TRUE
36.63627,FALSE,TRUE
36.64546,FALSE,TRUE
36.65451,FALSE,TRUE
36.66363,FALSE,TRUE
36.67268,FALSE,TRUE
36.6818,TRUE,FALSE
36.69092,FALSE,TRUE
36.70004,FALSE,FALSE
36.70923,FALSE,FALSE
36.71842,TRUE,TRUE
36.7274,TRUE,FALSE
36.73645,FALSE,FALSE
36.7455,FALSE,TRUE
36.75462,FALSE,TRUE
36.76367,FALSE,TRUE
36.77272,FALSE,TRUE
36.78177,FALSE,TRUE
36.79075,FALSE,TRUE
36.79973,FALSE,TRUE
36.80871,FALSE,TRUE
36.81769,FALSE,TRUE
36.82681,FALSE,TRUE
36.83593,FALSE,TRUE
36.84505,TRUE,FALSE
36.85417,FALSE,TRUE
36.86322,TRUE,TRUE
36.872341,FALSE,FALSE
36.88146,TRUE,TRUE
36.89044,FALSE,TRUE
36.89956,FALSE,TRUE
36.90861,TRUE,TRUE
36.91766,FALSE,FALSE
36.92671,FALSE,FALSE
36.93569,FALSE,FALSE
36.94481,FALSE,FALSE
36.95393,FALSE,TRUE
36.96298,FALSE,TRUE
36.97217,FALSE,FALSE
36.981295,TRUE,TRUE
36.99041,FALSE,TRUE
36.99946,FALSE,FALSE
37.00851,TRUE,TRUE
37.01763,FALSE,FALSE
37.02668,FALSE,FALSE
37.03573,FALSE,TRUE
37.04471,FALSE,TRUE
37.05369,TRUE,TRUE
37.06281,FALSE,FALSE
37.07193,FALSE,FALSE
37.08105,FALSE,TRUE
37.0901,FALSE,TRUE
37.09922,FALSE,TRUE
37.10827,FALSE,TRUE
37.11746,FALSE,TRUE
37.12651,TRUE,TRUE
37.13563,FALSE,FALSE
37.14461,FALSE,FALSE
37.15373,TRUE,TRUE
37.16278,TRUE,TRUE
37.17176,TRUE,TRUE
37.18081,TRUE,TRUE
37.18986,TRUE,TRUE
37.19898,FALSE,FALSE
37.2081,FALSE,FALSE
37.21715,FALSE,FALSE
37.22627,FALSE,FALSE
37.23546,FALSE,TRUE
37.24451,FALSE,FALSE
37.253631,TRUE,FALSE
37.26275,FALSE,TRUE
37.272012,FALSE,FALSE
37.281652,FALSE,TRUE
37.291492,TRUE,FALSE
37.301402,FALSE,TRUE
37.311172,TRUE,FALSE
37.320782,TRUE,FALSE
37.3304,TRUE,TRUE
37.33966,TRUE,TRUE
37.34878,FALSE,FALSE
37.35776,FALSE,TRUE
37.36681,TRUE,TRUE
37.37586,TRUE,FALSE
37.38491,FALSE,FALSE
37.39403,FALSE,FALSE
37.40315,FALSE,TRUE
37.41227,FALSE,TRUE
37.421532,TRUE,TRUE
37.43107,TRUE,FALSE
37.440842,FALSE,FALSE
37.450562,TRUE,TRUE
37.460402,TRUE,TRUE
37.470242,FALSE,FALSE
37.479892,FALSE,FALSE
37.489582,FALSE,TRUE
37.499421,TRUE,FALSE
37.509032,TRUE,FALSE
37.51864,FALSE,TRUE
37.52769,FALSE,FALSE
37.53674,TRUE,TRUE
37.545862,TRUE,TRUE
37.555265,TRUE,TRUE
37.564752,FALSE,FALSE
37.574522,FALSE,TRUE
37.584445,TRUE,TRUE
37.594482,TRUE,TRUE
37.604307,TRUE,FALSE
37.61379,TRUE,TRUE
37.623412,FALSE,FALSE
37.633022,TRUE,FALSE
37.642442,TRUE,FALSE
37.65219,FALSE,TRUE
37.661591,FALSE,TRUE
37.670922,FALSE,TRUE
37.680822,TRUE,TRUE
37.690802,TRUE,TRUE
37.700642,TRUE,TRUE
37.710492,FALSE,TRUE
37.720241,FALSE,TRUE
37.72985,FALSE,FALSE
37.7389,FALSE,TRUE
37.74802,TRUE,TRUE
37.75707,TRUE,TRUE
37.76619,FALSE,FALSE
37.77545,FALSE,TRUE
37.78486,FALSE,TRUE
37.79398,FALSE,TRUE
37.8031,FALSE,TRUE
37.812296,FALSE,TRUE
37.821582,TRUE,TRUE
37.830912,FALSE,FALSE
37.840102,TRUE,TRUE
37.84922,TRUE,FALSE
37.85827,FALSE,FALSE
37.86746,FALSE,TRUE
37.87651,FALSE,FALSE
37.88563,TRUE,FALSE
37.89468,FALSE,TRUE
37.90373,FALSE,TRUE
37.91271,FALSE,FALSE
37.92169,TRUE,TRUE
37.93081,FALSE,FALSE
37.93993,TRUE,FALSE
37.94905,FALSE,FALSE
37.95817,FALSE,FALSE
37.96722,FALSE,FALSE
37.97641,FALSE,FALSE
37.98546,FALSE,FALSE
37.99451,FALSE,FALSE
38.00363,FALSE,FALSE
38.01268,FALSE,FALSE
38.0218,FALSE,FALSE
38.03092,TRUE,FALSE
38.04011,FALSE,TRUE
38.04923,TRUE,FALSE
38.05842,TRUE,FALSE
38.0674,TRUE,FALSE
38.07645,TRUE,FALSE
38.0855,TRUE,FALSE
38.09462,FALSE,TRUE
38.10374,FALSE,TRUE
38.11286,FALSE,TRUE
38.12198,FALSE,TRUE
38.131171,TRUE,FALSE
38.140782,TRUE,TRUE
38.15025,FALSE,TRUE
38.159932,TRUE,TRUE
38.169892,TRUE,FALSE
38.179732,TRUE,TRUE
38.189512,FALSE,FALSE
38.199492,TRUE,TRUE
38.209472,TRUE,TRUE
38.219318,FALSE,FALSE
38.22908,TRUE,FALSE
38.238902,FALSE,FALSE
38.248662,TRUE,TRUE
38.258352,FALSE,FALSE
38.267822,FALSE,TRUE
38.27708,TRUE,FALSE
38.2862,TRUE,TRUE
38.29525,FALSE,FALSE
38.304305,FALSE,TRUE
38.31356,TRUE,TRUE
38.323032,FALSE,TRUE
38.332371,TRUE,FALSE
38.341912,FALSE,FALSE
38.351735,FALSE,FALSE
38.361702,TRUE,FALSE
38.371662,TRUE,TRUE
38.381492,TRUE,TRUE
38.39103,TRUE,TRUE
38.400715,TRUE,FALSE
38.410461,TRUE,TRUE
38.41965,FALSE,TRUE
38.42884,TRUE,TRUE
38.438317,TRUE,TRUE
38.447722,FALSE,TRUE
38.457412,FALSE,FALSE
38.467102,FALSE,TRUE
38.476712,TRUE,FALSE
38.486402,FALSE,TRUE
38.496231,FALSE,TRUE
38.505991,TRUE,FALSE
38.51549,FALSE,TRUE
38.525031,TRUE,FALSE
38.534641,TRUE,FALSE
38.544252,FALSE,TRUE
38.553451,TRUE,TRUE
38.56293,TRUE,TRUE
38.572192,TRUE,TRUE
38.58145,FALSE,TRUE
38.59064,TRUE,TRUE
38.59969,FALSE,TRUE
38.60881,FALSE,TRUE
38.61786,FALSE,FALSE
38.62698,FALSE,FALSE
38.6361,TRUE,FALSE
38.64522,FALSE,FALSE
38.65427,FALSE,TRUE
38.663461,FALSE,TRUE
38.67265,FALSE,TRUE
38.6817,FALSE,FALSE
38.69075,FALSE,FALSE
38.69987,FALSE,TRUE
38.70892,FALSE,TRUE
38.71797,FALSE,TRUE
38.72709,FALSE,TRUE
38.73621,FALSE,TRUE
38.7454,FALSE,TRUE
38.75445,FALSE,TRUE
38.7635,FALSE,TRUE
38.77262,FALSE,TRUE
38.78167,FALSE,FALSE
38.79086,FALSE,TRUE
38.80005,TRUE,FALSE
38.8091,FALSE,FALSE
38.81815,FALSE,FALSE
38.82742,TRUE,TRUE
38.836832,TRUE,TRUE
38.846452,TRUE,FALSE
38.85606,TRUE,TRUE
38.865392,FALSE,TRUE
38.875002,TRUE,TRUE
38.884412,FALSE,TRUE
38.893902,FALSE,TRUE
38.903522,FALSE,FALSE
38.913412,TRUE,TRUE
38.923242,TRUE,TRUE
38.932942,TRUE,TRUE
38.942502,FALSE,TRUE
38.952272,FALSE,TRUE
38.961842,FALSE,FALSE
38.971492,FALSE,TRUE
38.981402,FALSE,TRUE
38.991031,FALSE,FALSE
39.000502,TRUE,TRUE
39.0099,FALSE,FALSE
39.01916,FALSE,FALSE
39.028492,TRUE,TRUE
39.038042,FALSE,TRUE
39.047662,FALSE,TRUE
39.057415,TRUE,FALSE
39.067242,FALSE,FALSE
39.076942,FALSE,FALSE
39.086912,TRUE,FALSE
39.096892,FALSE,TRUE
39.106852,TRUE,FALSE
39.116492,FALSE,TRUE
39.126252,FALSE,FALSE
39.136032,TRUE,FALSE
39.145991,TRUE,FALSE
39.155541,FALSE,FALSE
39.164952,FALSE,TRUE
39.174431,TRUE,TRUE
39.183902,FALSE,TRUE
39.19324,FALSE,TRUE
39.202502,FALSE,TRUE
39.21169,FALSE,FALSE
39.22074,FALSE,TRUE
39.22986,FALSE,TRUE
39.23898,FALSE,FALSE
39.2481,TRUE,FALSE
39.25722,FALSE,TRUE
39.26627,FALSE,FALSE
39.27546,TRUE,FALSE
39.28451,TRUE,FALSE
39.29363,TRUE,TRUE
39.30268,TRUE,TRUE
39.31173,FALSE,TRUE
39.32071,FALSE,FALSE
39.32976,FALSE,FALSE
39.33881,FALSE,FALSE
39.34786,FALSE,FALSE
39.35698,FALSE,FALSE
39.366102,FALSE,TRUE
39.37522,FALSE,FALSE
39.38441,TRUE,FALSE
39.39346,TRUE,FALSE
39.40251,TRUE,FALSE
39.41163,TRUE,FALSE
39.42068,TRUE,FALSE
39.4298,TRUE,FALSE
39.43892,FALSE,TRUE
39.44797,FALSE,TRUE
39.45702,FALSE,TRUE
39.46621,FALSE,FALSE
39.4754,FALSE,TRUE
39.48452,FALSE,TRUE
39.494062,TRUE,FALSE
39.503682,FALSE,TRUE
39.513522,TRUE,TRUE
39.523422,FALSE,FALSE
39.532892,TRUE,FALSE
39.542441,FALSE,FALSE
39.55199,FALSE,FALSE
39.561692,TRUE,TRUE
39.571522,FALSE,FALSE
39.581372,FALSE,TRUE
39.591075,FALSE,TRUE
39.601122,TRUE,TRUE
39.611152,TRUE,FALSE
39.621052,FALSE,FALSE
39.630962,FALSE,FALSE
39.640865,TRUE,FALSE
39.650902,TRUE,FALSE
39.660792,FALSE,TRUE
39.670262,FALSE,TRUE
39.679461,FALSE,FALSE
39.688861,FALSE,FALSE
39.698612,TRUE,TRUE
39.708011,FALSE,FALSE
39.717692,TRUE,TRUE
39.727662,FALSE,FALSE
39.737585,FALSE,FALSE
39.747492,TRUE,FALSE
39.757042,TRUE,TRUE
39.76659,TRUE,FALSE
39.776202,TRUE,TRUE
39.785752,TRUE,FALSE
39.795432,FALSE,TRUE
39.80483,FALSE,TRUE
39.81416,TRUE,TRUE
39.823285,FALSE,FALSE
39.832331,FALSE,FALSE
39.84145,FALSE,FALSE
39.8505,FALSE,TRUE
39.85962,FALSE,TRUE
39.86867,FALSE,TRUE
39.87772,FALSE,TRUE
39.88677,FALSE,TRUE
39.89582,TRUE,FALSE
39.90487,FALSE,FALSE
39.91399,FALSE,FALSE
39.92304,FALSE,FALSE
39.93216,FALSE,FALSE
39.941285,FALSE,FALSE
39.9504,FALSE,FALSE
39.95945,FALSE,FALSE
39.9685,FALSE,FALSE
39.977622,FALSE,TRUE
